0.0,26.0,"[7, 9]",10.0,0.75,"[2, 1]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
0.0,26.0,"[7, 9]",10.0,0.75,"[2, 10]",2
